      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    54    0    -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             71.8988            5              500
T2    54    14   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             58.7958            4              500
T3    52    14   0.0   0.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             55.549             5              500
T4    4     0    0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             187.722           19              500
T5    36    14   0.0   8.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             99.3507            8              500
T6    36    14   0.0   8.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -             0                0             57.1978            6              58
T7    0     10   0.0   0.0   0.0   0.0   0.0   0.0   -     -      -      -      -      -      -      -      -      -      -             0                0             123.388            9              500
T8    0     4    0.0   0.0   0.0   0.0   0.0   42.0  0.0   -      -      -      -      -      -      -      -      -      -             0                0             50.4729            7              500
T9    0     14   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0    -      -      -      -      -      -      -      -      -             0                0             125.569           12              500
T10   18    8    0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0    0.0    -      -      -      -      -      -      -      -             0                0             78.6864            9              500
T11   0     0    0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0    24.0   0.0    -      -      -      -      -      -      -             0                0             132.915           10              500
T12   0     0    0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0    22.0   0.0    0.0    -      -      -      -      -      -             0                0             71.1898           11              78
T13   0     30   0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0    24.0   0.0    0.0    32.0   -      -      -      -      -             0                0             63.6814            5              500
T14   0     0    0.0   10.0  0.0   0.0   0.0   0.0   0.0   0.0    0.0    0.0    0.0    66.0   0.0    -      -      -      -             0                0             78.0848            6              500
T15   0     0    0.0   10.0  0.0   0.0   0.0   0.0   0.0   0.0    0.0    0.0    0.0    66.0   0.0    0.0    -      -      -             0                0             23.2408            4              82
T16   0     0    0.0   8.0   0.0   0.0   0.0   0.0   0.0   0.0    0.0    0.0    0.0    66.0   0.0    0.0    0.0    -      -             0                0             24.9856            4              100
T17   0     12   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0    2.0    0.0    0.0    40.0   0.0    0.0    14.0   24.0   -             0                0             54.0875            6              500
T18   0     0    0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0    0.0    0.0    0.0    36.0   0.0    0.0    4.0    76.0   0.0           0                0             33.841             4              500
T19   0     0    0.0   8.0   0.0   0.0   0.0   0.0   0.0   0.0    0.0    0.0    0.0    44.0   0.0    0.0    0.0    24.0   58.0          0                0             122.811           12              500
