      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    52    8    -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             80.8456            7              200
T2    48    14   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             47.8663            4              200
T3    50    14   0.0   0.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             37.6618            4              200
T4    46    14   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             74.1643            7              200
T5    50    14   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             99.183             8              200
T6    48    14   0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -             0                0             45.5255            5              58
T7    50    30   0.0   0.0   0.0   0.0   20.0  0.0   -     -      -      -      -      -      -      -      -      -      -             0                0             152.484           11              200
T8    50    30   0.0   6.0   0.0   0.0   18.0  48.0  0.0   -      -      -      -      -      -      -      -      -      -             0                0             184.924            5              200
T9    8     20   0.0   6.0   0.0   0.0   18.0  48.0  78.0  0.0    -      -      -      -      -      -      -      -      -             0                0             252.265           15              200
T10   28    0    0.0   0.0   0.0   0.0   18.0  18.0  72.0  0.0    0.0    -      -      -      -      -      -      -      -             0                0             131.112            8              200
T11   52    14   0.0   2.0   0.0   0.0   18.0  4.0   70.0  0.0    14.0   0.0    -      -      -      -      -      -      -             0                0             49.9281            4              200
T12   48    0    0.0   0.0   0.0   0.0   16.0  0.0   50.0  0.0    12.0   0.0    0.0    -      -      -      -      -      -             0                0             82.5425            7              78
T13   38    0    0.0   0.0   0.0   0.0   2.0   0.0   28.0  0.0    4.0    0.0    0.0    0.0    -      -      -      -      -             0                0             148.672            9              200
T14   56    8    0.0   8.0   0.0   0.0   0.0   0.0   20.0  0.0    4.0    0.0    0.0    62.0   0.0    -      -      -      -             0                0             86.8086            6              200
T15   48    10   0.0   8.0   0.0   0.0   0.0   2.0   26.0  0.0    6.0    0.0    0.0    62.0   2.0    2.0    -      -      -             0                0             53.2216            5              82
T16   54    32   0.0   8.0   0.0   0.0   2.0   2.0   34.0  0.0    14.0   0.0    0.0    64.0   2.0    0.0    4.0    -      -             0                0             98.5824            4              100
T17   48    32   0.0   0.0   0.0   0.0   4.0   0.0   24.0  0.0    12.0   0.0    0.0    64.0   2.0    2.0    4.0    24.0   -             0                0             143.382            7              200
T18   46    32   0.0   2.0   0.0   0.0   2.0   0.0   30.0  0.0    14.0   0.0    0.0    40.0   2.0    2.0    6.0    76.0   0.0           0                0             52.0823            4              200
T19   46    26   0.0   8.0   0.0   0.0   2.0   0.0   46.0  0.0    16.0   0.0    0.0    40.0   2.0    30.0   6.0    76.0   100.0      21.0756            21             164.777           11              200
