      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    46    0    -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             98.3915            7              100
T2    46    14   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             39.6342            4              100
T3    46    14   0.0   0.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             49.738             5              100
T4    46    14   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             98.1433            9              100
T5    46    14   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -             0                0             76.5382            6              100
T6    46    14   0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -             0                0             41.0382            4              58
T7    46    12   0.0   0.0   0.0   0.0   16.0  0.0   -     -      -      -      -      -      -      -      -      -      -             0                0             376.842           15              100
T8    46    14   0.0   0.0   0.0   0.0   16.0  48.0  0.0   -      -      -      -      -      -      -      -      -      -             0                0             68.4723            5              100
T9    6     28   0.0   0.0   0.0   0.0   20.0  46.0  58.0  0.0    -      -      -      -      -      -      -      -      -             0                0             135.011            9              100
T10   6     0    0.0   2.0   0.0   0.0   14.0  6.0   54.0  0.0    10.0   -      -      -      -      -      -      -      -             0                0             142.868           10              100
T11   8     20   0.0   2.0   0.0   0.0   18.0  8.0   50.0  0.0    20.0   0.0    -      -      -      -      -      -      -             0                0             79.6873            5              100
T12   8     4    0.0   0.0   0.0   0.0   18.0  4.0   52.0  0.0    24.0   0.0    0.0    -      -      -      -      -      -             0                0             49.8826            4              78
T13   40    4    0.0   0.0   0.0   0.0   8.0   0.0   20.0  0.0    16.0   0.0    0.0    18.0   -      -      -      -      -             0                0             98.6458            6              100
T14   54    28   0.0   8.0   0.0   0.0   14.0  0.0   26.0  0.0    24.0   0.0    0.0    56.0   2.0    -      -      -      -             0                0             71.2154            5              100
T15   52    26   0.0   8.0   0.0   0.0   14.0  2.0   20.0  0.0    30.0   0.0    0.0    44.0   2.0    4.0    -      -      -             0                0             76.4943            5              82
T16   46    14   0.0   8.0   0.0   0.0   14.0  2.0   24.0  0.0    14.0   0.0    0.0    30.0   2.0    0.0    4.0    -      -             0                0             37.1898            4              100
T17   46    18   0.0   2.0   0.0   0.0   10.0  0.0   14.0  0.0    14.0   0.0    0.0    42.0   2.0    0.0    0.0    24.0   -             0                0             126.41             9              100
T18   46    18   0.0   2.0   0.0   0.0   12.0  0.0   14.0  0.0    14.0   0.0    0.0    38.0   2.0    0.0    0.0    76.0   10.0          0                0             50.1597            4              100
T19   46    14   0.0   4.0   0.0   0.0   6.0   0.0   14.0  0.0    14.0   0.0    0.0    38.0   2.0    2.0    0.0    76.0   98.0       21.2437           22.48           136.253            8              100
