      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    46    4    -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          24.2017           32.4            68.1238            4              500
T2    46    0    4.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.5294           29.84           105.472            8              500
T3    46    0    0.0   0.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          22.4202           30.8            118.901            9              500
T4    46    0    0.0   0.0   28.0  -     -     -     -     -      -      -      -      -      -      -      -      -      -          22.4874            31             46.6307            4              500
T5    46    0    0.0   0.0   36.0  0.0   -     -     -     -      -      -      -      -      -      -      -      -      -          23.395            31.04           89.2277            5              500
T6    46    0    0.0   0.0   34.0  0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -          22.9916           30.68           56.371             5              58
T7    48    0    0.0   0.0   26.0  0.0   0.0   0.0   -     -      -      -      -      -      -      -      -      -      -          22.3193           29.96           149.184           12              500
T8    50    0    0.0   0.0   30.0  0.0   0.0   0.0   0.0   -      -      -      -      -      -      -      -      -      -          20.9748           28.6            137.548           12              78
T9    46    0    0.0   0.0   26.0  0.0   0.0   0.0   48.0  14.0   -      -      -      -      -      -      -      -      -          22.8571           29.36           46.0294            4              500
T10   44    0    0.0   0.0   22.0  0.0   0.0   0.0   48.0  88.0   76.0   -      -      -      -      -      -      -      -          23.9328           28.28           226.336           11              500
T11   46    4    4.0   0.0   22.0  0.0   0.0   0.0   48.0  88.0   82.0   0.0    -      -      -      -      -      -      -          23.0924           28.36           87.4936            8              500
T12   50    0    2.0   0.0   32.0  0.0   0.0   0.0   48.0  88.0   82.0   0.0    2.0    -      -      -      -      -      -          23.2605           28.12           70.328             8              82
T13   46    0    2.0   0.0   22.0  0.0   0.0   0.0   48.0  78.0   82.0   0.0    62.0   0.0    -      -      -      -      -          22.2185           30.24           77.6032            4              500
T14   48    0    0.0   0.0   28.0  0.0   0.0   0.0   48.0  62.0   78.0   4.0    38.0   70.0   0.0    -      -      -      -          15.7983           26.76           153.503           10              500
T15   50    0    0.0   0.0   24.0  0.0   0.0   0.0   48.0  48.0   82.0   4.0    60.0   70.0   0.0    0.0    -      -      -          19.9328           29.24           148.027            9              500
T16   48    0    0.0   0.0   22.0  0.0   0.0   0.0   48.0  48.0   74.0   4.0    56.0   58.0   0.0    0.0    2.0    -      -          19.7647           28.64           114.678            6              500
T17   48    0    0.0   0.0   28.0  0.0   0.0   0.0   48.0  52.0   76.0   4.0    50.0   60.0   0.0    0.0    2.0    22.0   -          21.0084           29.52           41.1335            4              100
T18   46    0    0.0   0.0   28.0  0.0   0.0   0.0   48.0  66.0   78.0   2.0    40.0   60.0   0.0    0.0    4.0    100.0  0.0        22.0168           30.68           144.681           10              500
T19   48    0    4.0   0.0   18.0  0.0   0.0   0.0   40.0  50.0   82.0   4.0    60.0   38.0   0.0    0.0    4.0    100.0  12.0       15.395            29.2            278.118           15              500
