      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    46    28   -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.8655           32.8            65.9993            4              500
T2    46    32   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.6639           31.96           382.619           11              500
T3    46    36   0.0   8.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.4286           32.6            107.669            4              500
T4    52    32   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -          21.8487           31.12           379.282           14              500
T5    56    32   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -          21.1765           28.72           207.165            7              500
T6    54    32   0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -          20.1681           29.6            81.3639            7              58
T7    52    32   0.0   0.0   0.0   0.0   16.0  0.0   -     -      -      -      -      -      -      -      -      -      -          19.5966           28.08           253.334            7              500
T8    46    34   0.0   0.0   0.0   0.0   20.0  48.0  8.0   -      -      -      -      -      -      -      -      -      -          22.1176           30.56           102.906            4              500
T9    34    28   0.0   0.0   0.0   0.0   16.0  48.0  76.0  0.0    -      -      -      -      -      -      -      -      -          10.6218           22.76           427.548           15              500
T10   40    30   0.0   2.0   0.0   0.0   18.0  48.0  64.0  0.0    0.0    -      -      -      -      -      -      -      -          13.5126           24.68           381.712           14              500
T11   40    22   0.0   2.0   0.0   0.0   22.0  48.0  52.0  0.0    92.0   0.0    -      -      -      -      -      -      -          18.9916           24.4            552.507           15              500
T12   40    22   0.0   0.0   0.0   0.0   22.0  36.0  44.0  0.0    92.0   0.0    0.0    -      -      -      -      -      -          17.5462           23.52           121.067            9              78
T13   52    22   0.0   0.0   0.0   0.0   6.0   14.0  28.0  0.0    92.0   0.0    0.0    0.0    -      -      -      -      -          14.8235           22.52           240.232            7              500
T14   58    26   0.0   0.0   0.0   0.0   6.0   8.0   18.0  0.0    48.0   0.0    0.0    62.0   0.0    -      -      -      -          18.9244           28.12           143.851            4              500
T15   52    22   0.0   0.0   0.0   0.0   6.0   14.0  24.0  0.0    44.0   0.0    0.0    62.0   2.0    0.0    -      -      -          18.4874           27.48           106.52             8              82
T16   48    34   0.0   0.0   0.0   0.0   8.0   22.0  32.0  0.0    52.0   0.0    0.0    62.0   2.0    0.0    0.0    -      -          19.8655           27.92           58.1625            4              100
T17   52    34   0.0   0.0   0.0   0.0   4.0   0.0   40.0  0.0    38.0   0.0    0.0    62.0   2.0    0.0    0.0    72.0   -          20.5714           27.68           174.84             6              500
T18   52    42   0.0   2.0   0.0   0.0   10.0  10.0  46.0  0.0    48.0   0.0    0.0    44.0   2.0    0.0    0.0    82.0   8.0        20.1345           28.04           285.168           10              500
T19   56    22   0.0   2.0   0.0   0.0   14.0  26.0  50.0  0.0    48.0   0.0    0.0    42.0   2.0    4.0    0.0    84.0   96.0       20.7731           27.64           269.218            8              500
