      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    48    30   -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.7311           32.2            78.1447            4              500
T2    50    32   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.6303           31.64           355.33            10              500
T3    50    32   0.0   8.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.3613           31.96           106.356            4              500
T4    52    32   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -          22.9244           30.96           161.409            6              500
T5    56    32   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -          21.2101           30.4            216.849            7              500
T6    56    32   0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -          20.4034           30.08           102.47             7              58
T7    54    32   0.0   0.0   0.0   0.0   14.0  4.0   -     -      -      -      -      -      -      -      -      -      -          19.6639           29.28           300.195            8              500
T8    48    32   0.0   0.0   0.0   0.0   16.0  48.0  4.0   -      -      -      -      -      -      -      -      -      -          22.3866           30.84           94.1319            4              500
T9    44    34   0.0   0.0   0.0   0.0   14.0  48.0  76.0  0.0    -      -      -      -      -      -      -      -      -          13.6471            26             300.395           11              500
T10   46    32   0.0   0.0   0.0   0.0   16.0  48.0  72.0  0.0    4.0    -      -      -      -      -      -      -      -          15.5294           26.68           107.196            4              500
T11   38    28   0.0   0.0   0.0   0.0   22.0  48.0  64.0  0.0    92.0   0.0    -      -      -      -      -      -      -          19.1261           25.52           543.683           15              500
T12   38    22   0.0   0.0   0.0   0.0   26.0  48.0  60.0  0.0    92.0   0.0    0.0    -      -      -      -      -      -          18.2857           24.24           92.8283            8              78
T13   46    26   0.0   0.0   0.0   0.0   2.0   20.0  42.0  0.0    90.0   0.0    0.0    4.0    -      -      -      -      -          14.7899           24.32           418.003           12              500
T14   56    32   0.0   0.0   0.0   0.0   2.0   16.0  28.0  0.0    30.0   0.0    0.0    62.0   0.0    -      -      -      -          17.6471            30             147.843            4              500
T15   54    32   0.0   0.0   0.0   0.0   2.0   24.0  34.0  0.0    30.0   0.0    0.0    62.0   2.0    2.0    -      -      -          17.0084           29.44           109.23            11              82
T16   60    32   0.0   0.0   0.0   0.0   8.0   44.0  36.0  0.0    30.0   0.0    0.0    62.0   2.0    0.0    0.0    -      -          18.2521           29.44           57.6209            4              100
T17   58    32   0.0   0.0   0.0   0.0   2.0   12.0  38.0  0.0    24.0   0.0    0.0    56.0   2.0    0.0    0.0    70.0   -          19.5294           28.68           147.954            6              500
T18   58    32   0.0   2.0   0.0   0.0   6.0   28.0  42.0  0.0    28.0   0.0    0.0    40.0   4.0    2.0    0.0    82.0   0.0        18.4202           28.6            226.026            8              500
T19   56    30   0.0   0.0   0.0   0.0   14.0  42.0  54.0  0.0    28.0   0.0    0.0    40.0   2.0    4.0    0.0    84.0   92.0       20.1681           29.84           242.419            7              500
