      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19    T20    T21    T22    T23    T24    T25    T26    T27    T28    T29    T30    T31    T32    T33    T34    T35    T36    T37    T38     official_test    initial_multi    train_runtime    train_epoch    train_samples
T26   0     4    0.0   20.0  0.0   4.0   0.0   36.0  32.0  60.0   36.0   28.0   24.0   0.0    0.0    52.0   72.0   28.0   4.0    28.0   100.0  0.0    0.0    0.0    16.0   0.0    0.0    -      -      -      -      -      -      -      -      -      -      -             0                0             59.0789            5              100
T27   0     12   0.0   28.0  0.0   4.0   0.0   36.0  28.0  60.0   44.0   24.0   24.0   0.0    0.0    56.0   4.0    36.0   0.0    36.0   100.0  0.0    0.0    0.0    4.0    0.0    0.0    4.0    -      -      -      -      -      -      -      -      -      -             0                0             408.268           15              100
T28   0     8    0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   44.0   32.0   28.0   0.0    0.0    56.0   80.0   40.0   0.0    40.0   100.0  0.0    0.0    0.0    12.0   0.0    0.0    36.0   0.0    -      -      -      -      -      -      -      -      -             0                0             54.3005            4              100
T29   0     8    0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   44.0   32.0   28.0   0.0    0.0    56.0   80.0   28.0   0.0    40.0   100.0  0.0    0.0    0.0    16.0   0.0    0.0    36.0   0.0    0.0    -      -      -      -      -      -      -      -             0                0             48.8893            4              100
T30   0     16   0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   36.0   32.0   28.0   0.0    0.0    52.0   80.0   32.0   4.0    32.0   96.0   0.0    0.0    0.0    16.0   0.0    0.0    36.0   0.0    0.0    4.0    -      -      -      -      -      -      -             0                0             241.628           12              100
T31   0     4    0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   40.0   32.0   24.0   0.0    0.0    52.0   80.0   32.0   4.0    32.0   96.0   0.0    0.0    0.0    16.0   0.0    0.0    36.0   0.0    0.0    12.0   48.0   -      -      -      -      -      -             0                0             178.829            7              100
T32   0     4    0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   36.0   32.0   24.0   0.0    0.0    52.0   80.0   32.0   4.0    32.0   96.0   0.0    0.0    0.0    16.0   0.0    0.0    36.0   0.0    0.0    12.0   64.0   0.0    -      -      -      -      -             0                0             49.1651            4              100
T33   0     12   0.0   24.0  0.0   4.0   0.0   36.0  32.0  60.0   44.0   32.0   24.0   0.0    0.0    48.0   80.0   28.0   0.0    32.0   100.0  0.0    0.0    0.0    12.0   0.0    0.0    36.0   0.0    0.0    12.0   64.0   4.0    0.0    -      -      -      -             0                0             202.88            12              100
T34   0     12   0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   44.0   32.0   28.0   0.0    0.0    52.0   80.0   32.0   0.0    32.0   100.0  0.0    0.0    0.0    12.0   0.0    0.0    36.0   0.0    0.0    12.0   64.0   4.0    0.0    0.0    -      -      -             0                0             481.53             9              100
T35   0     8    0.0   28.0  0.0   4.0   0.0   36.0  32.0  60.0   44.0   32.0   28.0   0.0    0.0    52.0   80.0   32.0   0.0    32.0   100.0  0.0    0.0    0.0    12.0   0.0    0.0    36.0   0.0    0.0    12.0   64.0   4.0    0.0    0.0    0.0    -      -             0                0             42.5837            4              100
T36   0     4    0.0   28.0  0.0   4.0   0.0   40.0  32.0  60.0   36.0   32.0   24.0   0.0    0.0    52.0   80.0   28.0   8.0    32.0   100.0  0.0    0.0    0.0    12.0   0.0    0.0    36.0   0.0    0.0    12.0   64.0   4.0    0.0    0.0    52.0   56.0   -             0                0             49.4986            5              100
T37   0     8    0.0   24.0  0.0   4.0   0.0   40.0  32.0  60.0   40.0   32.0   24.0   0.0    0.0    56.0   80.0   28.0   8.0    32.0   100.0  0.0    0.0    0.0    16.0   0.0    0.0    36.0   0.0    0.0    12.0   60.0   4.0    0.0    0.0    52.0   60.0   24.0          0                0             221.604            7              100
T38   0     8    0.0   24.0  0.0   12.0  0.0   40.0  32.0  60.0   36.0   28.0   28.0   0.0    0.0    56.0   80.0   36.0   8.0    36.0   100.0  0.0    0.0    0.0    20.0   0.0    0.0    36.0   0.0    0.0    12.0   60.0   4.0    0.0    0.0    52.0   68.0   100.0      23.3613           30.04           345.522           15              100
