      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    52    0    -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          5.3445             5.2            82.0333            6              500
T2    46    14   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          4.3697            5.84            56.1095            4              500
T3    48    6    0.0   0.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          8.0336            11.32           108.833           14              500
T4    48    10   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -          12.2689           13.04           66.4177            7              500
T5    48    14   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -          13.4118           15.96           52.164             4              500
T6    48    8    0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -          10.8235           7.92            97.9892           15              58
T7    48    6    0.0   2.0   0.0   0.0   22.0  0.0   -     -      -      -      -      -      -      -      -      -      -          10.7227           9.32            89.1101            6              500
T8    48    14   0.0   2.0   0.0   0.0   22.0  48.0  0.0   -      -      -      -      -      -      -      -      -      -          13.2101           15.44           40.0097            4              500
T9    48    0    0.0   2.0   0.0   0.0   22.0  48.0  82.0  0.0    -      -      -      -      -      -      -      -      -          5.1429            6.72            140.742           14              500
T10   48    8    0.0   0.0   0.0   0.0   20.0  42.0  72.0  0.0    0.0    -      -      -      -      -      -      -      -          5.1765            7.48            93.9165           12              500
T11   48    26   0.0   2.0   0.0   0.0   10.0  48.0  34.0  0.0    88.0   0.0    -      -      -      -      -      -      -          13.2773           15.96           219.019           15              500
T12   48    26   0.0   2.0   0.0   0.0   10.0  48.0  42.0  0.0    90.0   0.0    0.0    -      -      -      -      -      -          13.479            16.12           30.9783            4              78
T13   48    2    0.0   2.0   0.0   0.0   0.0   48.0  52.0  0.0    90.0   0.0    0.0    0.0    -      -      -      -      -          11.4622           13.32           94.5282            7              500
T14   40    0    0.0   2.0   0.0   0.0   4.0   6.0   10.0  0.0    34.0   0.0    0.0    62.0   0.0    -      -      -      -          9.7479             12             146.786           10              500
T15   34    0    0.0   2.0   0.0   0.0   8.0   30.0  20.0  0.0    32.0   0.0    0.0    58.0   2.0    0.0    -      -      -          10.0168           10.52           93.2073           12              82
T16   42    0    0.0   2.0   0.0   0.0   6.0   48.0  20.0  0.0    40.0   0.0    0.0    50.0   4.0    0.0    4.0    -      -          11.395             13             32.7364            4              100
T17   42    0    0.0   2.0   0.0   0.0   2.0   48.0  28.0  0.0    26.0   0.0    0.0    58.0   4.0    0.0    0.0    24.0   -          9.1092            9.88            79.7783            9              500
T18   44    0    0.0   2.0   0.0   0.0   2.0   48.0  24.0  0.0    32.0   0.0    0.0    38.0   2.0    0.0    0.0    76.0   0.0        11.1933           13.84           34.6221            4              500
T19   42    0    0.0   0.0   0.0   0.0   8.0   42.0  34.0  0.0    68.0   0.0    0.0    44.0   2.0    0.0    0.0    78.0   96.0       10.8908           11.52           128.941           12              500
