      T1    T2   T3    T4    T5    T6    T7    T8    T9    T10    T11    T12    T13    T14    T15    T16    T17    T18    T19     official_test    initial_multi    train_runtime    train_epoch    train_samples
---  ----  ----  ----  ----  ----  ----  ----  ----  ----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  ---------------  ---------------  ---------------  -------------  ---------------
T1    48    32   -     -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          24.1681           32.84           328.967          2.91            5494
T2    54    26   0.0   -     -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          23.5966           33.6            770.161          7.22            5544
T3    54    30   0.0   8.0   -     -     -     -     -     -      -      -      -      -      -      -      -      -      -          22.8908           33.72           294.442          2.86            5594
T4    48    28   0.0   0.0   0.0   -     -     -     -     -      -      -      -      -      -      -      -      -      -          22.5546           33.24           586.736          5.67            5644
T5    48    32   0.0   0.0   0.0   0.0   -     -     -     -      -      -      -      -      -      -      -      -      -          22.5882           33.36           466.149          4.21            5694
T6    50    32   0.0   0.0   0.0   0.0   0.0   -     -     -      -      -      -      -      -      -      -      -      -          22.0504           33.68           309.037          3.02            5302
T7    54    28   0.0   0.0   0.0   0.0   18.0  40.0  -     -      -      -      -      -      -      -      -      -      -          22.0504           33.76           593.99           4.83            5794
T8    56    30   0.0   0.0   0.0   0.0   24.0  48.0  6.0   -      -      -      -      -      -      -      -      -      -          22.0168           33.24           303.546          2.74            5844
T9    68    30   0.0   0.0   0.0   0.0   28.0  48.0  72.0  0.0    -      -      -      -      -      -      -      -      -          21.5126           34.04           1088.12           9.5            5894
T10   70    30   0.0   0.0   0.0   0.0   24.0  48.0  74.0  0.0    2.0    -      -      -      -      -      -      -      -          21.7143           34.16           299.939          2.69            5944
T11   64    32   0.0   0.0   0.0   0.0   22.0  48.0  72.0  0.0    70.0   0.0    -      -      -      -      -      -      -          21.916            33.88           608.122          4.67            5994
T12   54    16   0.0   0.0   0.0   0.0   26.0  48.0  72.0  0.0    62.0   0.0    0.0    -      -      -      -      -      -          21.5126           33.52           471.275          4.27            5622
T13   50    28   0.0   0.0   0.0   0.0   20.0  40.0  72.0  0.0    60.0   0.0    0.0    34.0   -      -      -      -      -          22.0168           33.6            330.118          2.62            6094
T14   60    26   0.0   0.0   0.0   0.0   20.0  48.0  76.0  0.0    60.0   0.0    0.0    58.0   0.0    -      -      -      -          21.8151           33.92           512.121          3.91            6144
T15   70    26   0.0   0.0   0.0   0.0   24.0  48.0  72.0  0.0    58.0   0.0    0.0    60.0   0.0    0.0    -      -      -          21.7479           34.52           652.792          5.54            5776
T16   70    34   0.0   0.0   0.0   0.0   24.0  48.0  76.0  0.0    62.0   0.0    0.0    60.0   2.0    0.0    0.0    -      -          21.7143           35.04           328.808          2.74            5844
T17   70    26   0.0   0.0   0.0   0.0   24.0  48.0  74.0  0.0    60.0   0.0    0.0    60.0   2.0    0.0    2.0    76.0   -          21.5798           35.12           567.169          4.45            6294
T18   62    28   0.0   0.0   0.0   0.0   22.0  48.0  72.0  0.0    62.0   0.0    0.0    60.0   4.0    0.0    2.0    76.0   22.0       21.479            35.32           323.104          2.52            6344
T19   68    32   0.0   0.0   0.0   0.0   28.0  48.0  74.0  0.0    74.0   0.0    0.0    60.0   4.0    0.0    2.0    78.0   94.0       21.5126           36.2            666.271            5             6394
